Provinsi,Kab/Kota,Tahun,Bulan,Jenis Bank,Skema,Aset,Kredit ,DPK,NPL
Jambi,Kab. Bungo,2024,Januari,BPR & BPRS,Konvensional,-,17.199985641,7.011382797,3.21851313
Jambi,Kab. Kerinci,2024,Januari,BPR & BPRS,Konvensional,-,11.849090309,12.767554664,0.909112683
Jambi,Kab. Merangin,2024,Januari,BPR & BPRS,Konvensional,-,5.84982915,2.589588684,0.947374911
Jambi,Kab. Muaro Jambi,2024,Januari,BPR & BPRS,Konvensional,126.610919376,82.092186691,74.680690318,11.782515601
Jambi,Kab. Sarolangun,2024,Januari,BPR & BPRS,Konvensional,0,43.057680999,12.958123409,7.869308226
Jambi,Kab. Tanjung Jabung Barat,2024,Januari,BPR & BPRS,Konvensional,66.722805194,51.385121316,24.3201822,3.920924598
Jambi,Kota Jambi,2024,Januari,BPR & BPRS,Konvensional,1155.170293176,825.905827923,842.7141602,127.59128932
Jambi,Kota Sungai Penuh,2024,Januari,BPR & BPRS,Konvensional,59.039642908,36.138581668,36.577738577,7.479153864
Jambi,All Jambi,2024,Januari,BPR & BPRS,Konvensional,1407.543660654,1089.927997211,1014.619457208,166.265161712
Jambi,Kab. Batanghari,2024,Februari,BPR & BPRS,Konvensional,-,16.597843148,0.996065246,4.473443176
Jambi,Kab. Bungo,2024,Februari,BPR & BPRS,Konvensional,-,17.238309987,7.024244566,3.226691026
Jambi,Kab. Kerinci,2024,Februari,BPR & BPRS,Konvensional,-,11.668392165,12.233645004,0.90889291
Jambi,Kab. Merangin,2024,Februari,BPR & BPRS,Konvensional,-,5.881363944,2.611283554,0.931960631
Jambi,Kab. Muaro Jambi,2024,Februari,BPR & BPRS,Konvensional,126.177426132,82.037480848,74.438174088,9.881270147
Jambi,Kab. Sarolangun,2024,Februari,BPR & BPRS,Konvensional,0,43.256932845,12.930990249,8.215608865
Jambi,Kab. Tanjung Jabung Barat,2024,Februari,BPR & BPRS,Konvensional,63.956164816,51.424109024,21.545429892,4.802621449
Jambi,Kota Jambi,2024,Februari,BPR & BPRS,Konvensional,1158.83595375,835.427950562,848.027834408,132.040168888
Jambi,Kota Sungai Penuh,2024,Februari,BPR & BPRS,Konvensional,58.775573536,36.04782171,37.292439437,7.345112238
Jambi,All Jambi,2024,Februari,BPR & BPRS,Konvensional,1407.745118234,1099.580204233,1017.100106444,171.82576933
Jambi,Kab. Batanghari,2024,Maret,BPR & BPRS,Konvensional,-,16.738762018,0.952020135,3.063180855
Jambi,Kab. Bungo,2024,Maret,BPR & BPRS,Konvensional,-,17.818617251,7.056075016,3.231946998
Jambi,Kab. Kerinci,2024,Maret,BPR & BPRS,Konvensional,-,11.70698348,12.409612068,0.908673137
Jambi,Kab. Merangin,2024,Maret,BPR & BPRS,Konvensional,-,5.88987966,2.638839611,0.907762883
Jambi,Kab. Muaro Jambi,2024,Maret,BPR & BPRS,Konvensional,125.13587052,84.266535738,73.690295124,9.743653025
Jambi,Kab. Sarolangun,2024,Maret,BPR & BPRS,Konvensional,0,42.930464797,12.876753522,8.268462702
Jambi,Kab. Tanjung Jabung Barat,2024,Maret,BPR & BPRS,Konvensional,61.7554516,51.613050256,19.727060134,5.11158979
Jambi,Kota Jambi,2024,Maret,BPR & BPRS,Konvensional,1141.082554726,852.647766262,850.059841077,136.067899998
Jambi,Kota Sungai Penuh,2024,Maret,BPR & BPRS,Konvensional,55.248957896,35.66647728,34.624992392,7.969159322
Jambi,All Jambi,2024,Maret,BPR & BPRS,Konvensional,1383.222834742,1119.278536742,1014.035489079,175.27232871
Jambi,Kab. Batanghari,2024,April,BPR & BPRS,Konvensional,-,16.376315306,0.962030243,3.226971752
Jambi,Kab. Bungo,2024,April,BPR & BPRS,Konvensional,-,18.001096476,7.001603326,3.36846715
Jambi,Kab. Kerinci,2024,April,BPR & BPRS,Konvensional,-,11.278431565,12.652185409,0.750271076
Jambi,Kab. Merangin,2024,April,BPR & BPRS,Konvensional,-,5.752970225,2.640611055,0.881772593
Jambi,Kab. Muaro Jambi,2024,April,BPR & BPRS,Konvensional,123.063978912,83.248358648,74.311666052,9.275366179
Jambi,Kab. Sarolangun,2024,April,BPR & BPRS,Konvensional,0,42.191823123,12.434088323,8.548046504
Jambi,Kab. Tanjung Jabung Barat,2024,April,BPR & BPRS,Konvensional,60.050233989,50.732265738,18.933760015,6.760907229
Jambi,Kota Jambi,2024,April,BPR & BPRS,Konvensional,1137.758327594,846.074994952,856.634082606,140.021664436
Jambi,Kota Sungai Penuh,2024,April,BPR & BPRS,Konvensional,54.628467328,33.25827934,33.837033144,7.036760495
Jambi,All Jambi,2024,April,BPR & BPRS,Konvensional,1375.501007823,1106.914535373,1019.407060173,179.870227414
Jambi,Kab. Batanghari,2024,Mei,BPR & BPRS,Konvensional,-,16.299929574,0.952604365,3.109828691
Jambi,Kab. Bungo,2024,Mei,BPR & BPRS,Konvensional,-,18.166828208,8.002251831,3.178211884
Jambi,Kab. Kerinci,2024,Mei,BPR & BPRS,Konvensional,-,10.806907292,11.969467593,0.907469121
Jambi,Kab. Merangin,2024,Mei,BPR & BPRS,Konvensional,-,5.829862173,2.663546429,0.869492718
Jambi,Kab. Muaro Jambi,2024,Mei,BPR & BPRS,Konvensional,119.97604049,83.205039619,72.991589622,10.257753844
Jambi,Kab. Sarolangun,2024,Mei,BPR & BPRS,Konvensional,0,41.758750151,12.482198535,8.969140113
Jambi,Kab. Tanjung Jabung Barat,2024,Mei,BPR & BPRS,Konvensional,58.904737829,50.361111251,18.532274332,8.741586203
Jambi,Kota Jambi,2024,Mei,BPR & BPRS,Konvensional,1149.087172656,840.856380113,861.773837824,146.60477512
Jambi,Kota Sungai Penuh,2024,Mei,BPR & BPRS,Konvensional,52.717618191,32.95122678,33.221097061,6.785523688
Jambi,All Jambi,2024,Mei,BPR & BPRS,Konvensional,1380.685569166,1100.236035161,1022.588867592,189.423781382
Jambi,Kab. Batanghari,2024,Juni,BPR & BPRS,Konvensional,-,16.371361851,1.072270561,3.34413939
Jambi,Kab. Bungo,2024,Juni,BPR & BPRS,Konvensional,-,18.025996029,7.909686866,3.04081123
Jambi,Kab. Kerinci,2024,Juni,BPR & BPRS,Konvensional,-,10.455888803,11.541085115,0.956867375
Jambi,Kab. Merangin,2024,Juni,BPR & BPRS,Konvensional,-,5.928127944,2.695077508,0.860431394
Jambi,Kab. Muaro Jambi,2024,Juni,BPR & BPRS,Konvensional,117.411901671,82.775624975,72.935770274,11.812997401
Jambi,Kab. Sarolangun,2024,Juni,BPR & BPRS,Konvensional,0,41.286031552,12.380317344,9.173844594
Jambi,Kab. Tanjung Jabung Barat,2024,Juni,BPR & BPRS,Konvensional,73.618789827,48.222486188,32.147415458,5.987753118
Jambi,Kota Jambi,2024,Juni,BPR & BPRS,Konvensional,1152.079930421,845.216162846,864.378266652,138.954431678
Jambi,Kota Sungai Penuh,2024,Juni,BPR & BPRS,Konvensional,52.573515349,32.624006183,32.875001616,7.189366649
Jambi,All Jambi,2024,Juni,BPR & BPRS,Konvensional,1395.684137268,1100.905686371,1037.934891394,181.320642829
Jambi,Kab. Batanghari,2024,Juli,BPR & BPRS,Konvensional,-,16.628876862,1.089973417,4.71498855
Jambi,Kab. Bungo,2024,Juli,BPR & BPRS,Konvensional,-,18.259471401,7.977953352,3.074650972
Jambi,Kab. Kerinci,2024,Juli,BPR & BPRS,Konvensional,-,10.482739059,11.640792066,1.092168881
Jambi,Kab. Merangin,2024,Juli,BPR & BPRS,Konvensional,-,6.027300275,2.73349086,0.837997724
Jambi,Kab. Muaro Jambi,2024,Juli,BPR & BPRS,Konvensional,117.52500955,84.604253227,73.129469255,12.403646272
Jambi,Kab. Sarolangun,2024,Juli,BPR & BPRS,Konvensional,0,40.510844055,12.437089251,8.80476834
Jambi,Kab. Tanjung Jabung Barat,2024,Juli,BPR & BPRS,Konvensional,68.269113988,47.881015876,26.680245613,4.923398688
Jambi,Kota Jambi,2024,Juli,BPR & BPRS,Konvensional,1146.879774528,851.519497904,855.818268723,138.390048463
Jambi,Kota Sungai Penuh,2024,Juli,BPR & BPRS,Konvensional,53.990520956,33.1691696,35.019706587,6.305865038
Jambi,All Jambi,2024,Juli,BPR & BPRS,Konvensional,1386.664419022,1109.083168259,1026.526989124,180.547532928
Jambi,Kab. Batanghari,2024,Agustus,BPR & BPRS,Konvensional,-,15.902459441,1.280632334,2.910963923
Jambi,Kab. Bungo,2024,Agustus,BPR & BPRS,Konvensional,-,18.358441612,8.962817371,2.883318708
Jambi,Kab. Kerinci,2024,Agustus,BPR & BPRS,Konvensional,-,10.790016792,11.287744982,1.00584121
Jambi,Kab. Merangin,2024,Agustus,BPR & BPRS,Konvensional,-,6.101995316,2.688535864,0.821846859
Jambi,Kab. Muaro Jambi,2024,Agustus,BPR & BPRS,Konvensional,119.124853445,84.598074742,73.48986761,12.343679538
Jambi,Kab. Sarolangun,2024,Agustus,BPR & BPRS,Konvensional,0,40.504642778,12.699393012,8.953414311
Jambi,Kab. Tanjung Jabung Barat,2024,Agustus,BPR & BPRS,Konvensional,71.877847269,48.27077361,29.755235067,4.067602365
Jambi,Kota Jambi,2024,Agustus,BPR & BPRS,Konvensional,1161.919284719,853.705013605,865.402314136,141.519891026
Jambi,Kota Sungai Penuh,2024,Agustus,BPR & BPRS,Konvensional,51.215428594,33.572529704,33.007893828,5.938994156
Jambi,All Jambi,2024,Agustus,BPR & BPRS,Konvensional,1404.137414027,1111.8039476,1038.574434204,180.445552096
Jambi,Kab. Batanghari,2024,September,BPR & BPRS,Konvensional,-,15.784079977,1.097041974,2.779574308
Jambi,Kab. Bungo,2024,September,BPR & BPRS,Konvensional,-,18.490686219,9.05819558,2.857199301
Jambi,Kab. Kerinci,2024,September,BPR & BPRS,Konvensional,-,11.130749878,11.647031077,0.924180928
Jambi,Kab. Merangin,2024,September,BPR & BPRS,Konvensional,-,6.140208724,2.688780204,0.811160284
Jambi,Kab. Muaro Jambi,2024,September,BPR & BPRS,Konvensional,118.97260534,85.070292251,73.177598381,13.534162099
Jambi,Kab. Sarolangun,2024,September,BPR & BPRS,Konvensional,0,40.73636779,12.964662008,8.835660696
Jambi,Kab. Tanjung Jabung Barat,2024,September,BPR & BPRS,Konvensional,72.396690473,47.956743243,31.037744785,4.411284502
Jambi,Kota Jambi,2024,September,BPR & BPRS,Konvensional,1161.888780651,860.194397877,861.256740643,143.706586197
Jambi,Kota Sungai Penuh,2024,September,BPR & BPRS,Konvensional,51.787785284,33.328947974,33.191676986,5.753291112
Jambi,All Jambi,2024,September,BPR & BPRS,Konvensional,1405.045861748,1118.832473933,1036.119471638,183.613099427
Jambi,Kab. Batanghari,2024,Oktober,BPR & BPRS,Konvensional,-,15.11856705,1.084675289,2.588275953
Jambi,Kab. Bungo,2024,Oktober,BPR & BPRS,Konvensional,-,18.552880185,8.791914336,2.948963272
Jambi,Kab. Kerinci,2024,Oktober,BPR & BPRS,Konvensional,-,11.371624868,11.875489434,0.890893611
Jambi,Kab. Merangin,2024,Oktober,BPR & BPRS,Konvensional,-,6.25703361,2.706733146,0.798964638
Jambi,Kab. Muaro Jambi,2024,Oktober,BPR & BPRS,Konvensional,119.634529357,85.557240492,73.434390754,13.165966653
Jambi,Kab. Sarolangun,2024,Oktober,BPR & BPRS,Konvensional,0,40.834428068,12.841385191,9.524940612
Jambi,Kab. Tanjung Jabung Barat,2024,Oktober,BPR & BPRS,Konvensional,72.326349354,48.15945764,30.722193672,4.227502793
Jambi,Kota Jambi,2024,Oktober,BPR & BPRS,Konvensional,1157.733972653,859.64229886,850.813305963,142.70316694
Jambi,Kota Sungai Penuh,2024,Oktober,BPR & BPRS,Konvensional,53.134088758,33.539470432,34.059617816,6.273733081
Jambi,All Jambi,2024,Oktober,BPR & BPRS,Konvensional,1402.828940122,1119.033001205,1026.329705601,183.122407553
Jambi,Kab. Batanghari,2024,November,BPR & BPRS,Konvensional,-,14.397060555,1.086845718,2.622781288
Jambi,Kab. Bungo,2024,November,BPR & BPRS,Konvensional,-,18.358251044,8.713114058,2.959453327
Jambi,Kab. Kerinci,2024,November,BPR & BPRS,Konvensional,-,11.721652235,12.565700228,0.831430374
Jambi,Kab. Merangin,2024,November,BPR & BPRS,Konvensional,-,6.371774661,2.73822842,0.801982295
Jambi,Kab. Muaro Jambi,2024,November,BPR & BPRS,Konvensional,120.445850953,85.353154004,73.255684405,12.122750998
Jambi,Kab. Sarolangun,2024,November,BPR & BPRS,Konvensional,0,40.943399982,12.9349723,8.744451956
Jambi,Kab. Tanjung Jabung Barat,2024,November,BPR & BPRS,Konvensional,72.830181002,48.35200149,31.28986833,4.072515945
Jambi,Kota Jambi,2024,November,BPR & BPRS,Konvensional,1153.034625248,875.938111914,844.362431936,138.227485321
Jambi,Kota Sungai Penuh,2024,November,BPR & BPRS,Konvensional,53.034386322,33.390156576,33.241114187,6.179445649
Jambi,All Jambi,2024,November,BPR & BPRS,Konvensional,1399.345043525,1134.825562461,1020.187959582,176.562297153
Jambi,Kab. Batanghari,2024,Desember,BPR & BPRS,Konvensional,-,13.951659578,0.645421976,2.604155926
Jambi,Kab. Bungo,2024,Desember,BPR & BPRS,Konvensional,-,18.444889654,7.508,2.860247936
Jambi,Kab. Kerinci,2024,Desember,BPR & BPRS,Konvensional,-,12.689737194,13.353653149,0.797207234
Jambi,Kab. Merangin,2024,Desember,BPR & BPRS,Konvensional,-,6.513967581,2.768389566,0.771339319
Jambi,Kab. Muaro Jambi,2024,Desember,BPR & BPRS,Konvensional,119.065817863,85.214427376,71.816750008,10.551328922
Jambi,Kab. Sarolangun,2024,Desember,BPR & BPRS,Konvensional,0,40.765756898,13.584943758,8.638302275
Jambi,Kab. Tanjung Jabung Barat,2024,Desember,BPR & BPRS,Konvensional,78.650743176,47.223403305,6.5929,3.75535227
Jambi,Kota Jambi,2024,Desember,BPR & BPRS,Konvensional,1052.274667553,799.62532426,731.362822676,114.292500277
Jambi,Kota Sungai Penuh,2024,Desember,BPR & BPRS,Konvensional,53.26564933,34.367942119,33.033126686,5.957636352
Jambi,All Jambi,2024,Desember,BPR & BPRS,Konvensional,1303.256877922,1058.797107965,880.666007819,150.228070511
Bengkulu,Kab. Bengkulu Utara,2019,Desember,BPR & BPRS,Konvensional,12.640185972,18.981631273,10.328699064,1.498087774
Bengkulu,Kab. Kaur,2019,Desember,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2019,Desember,BPR & BPRS,Konvensional,27.792181611,12.26057874,13.630913494,0.695574842
Bengkulu,Kab. Mukomuko,2019,Desember,BPR & BPRS,Konvensional,33.418303345,21.195125639,13.074029229,1.580237449
Bengkulu,Kab. Rejang Lebong,2019,Desember,BPR & BPRS,Konvensional,31.917027332,9.184508344,11.158478931,0.327116136
Bengkulu,Kab. Seluma,2019,Desember,BPR & BPRS,Konvensional,0,49.972675318,0.913090233,6.088412633
Bengkulu,Kota Bengkulu,2019,Desember,BPR & BPRS,Konvensional,0,20.638528525,4.54823587,5.557709508
Bengkulu,All Bengkulu,2019,Desember,BPR & BPRS,Konvensional,105.76769826,132.233047839,53.653446821,15.747138342
Bengkulu,Kab. Bengkulu Utara,2020,Desember,BPR & BPRS,Konvensional,16.862205412,20.765208578,12.230255753,1.580140819
Bengkulu,Kab. Kaur,2020,Desember,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2020,Desember,BPR & BPRS,Konvensional,28.071114209,12.031075535,15.343785457,0.679787879
Bengkulu,Kab. Mukomuko,2020,Desember,BPR & BPRS,Konvensional,27.916241873,22.022986699,12.337164906,2.274664997
Bengkulu,Kab. Rejang Lebong,2020,Desember,BPR & BPRS,Konvensional,32.711611364,8.919417112,11.891505789,0.323642137
Bengkulu,Kab. Seluma,2020,Desember,BPR & BPRS,Konvensional,0,49.377861597,1.036716195,5.40541695
Bengkulu,Kota Bengkulu,2020,Desember,BPR & BPRS,Konvensional,0,20.278285197,5.137696341,8.386958621
Bengkulu,All Bengkulu,2020,Desember,BPR & BPRS,Konvensional,105.561172858,133.394834718,57.977124441,18.650611403
Bengkulu,Kab. Bengkulu Utara,2021,Desember,BPR & BPRS,Konvensional,18.712240348,22.472061009,17.791808635,3.778718268
Bengkulu,Kab. Kaur,2021,Desember,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2021,Desember,BPR & BPRS,Konvensional,34.638804145,16.010593674,16.594432818,0.552954915
Bengkulu,Kab. Mukomuko,2021,Desember,BPR & BPRS,Konvensional,31.687583065,21.335976064,16.525882639,3.45277189
Bengkulu,Kab. Rejang Lebong,2021,Desember,BPR & BPRS,Konvensional,32.519271704,8.084057326,13.456982422,0.341528757
Bengkulu,Kab. Seluma,2021,Desember,BPR & BPRS,Konvensional,0,50.272641273,1.675234567,3.07311565
Bengkulu,Kota Bengkulu,2021,Desember,BPR & BPRS,Konvensional,0,35.734816199,4.754161865,5.655423158
Bengkulu,All Bengkulu,2021,Desember,BPR & BPRS,Konvensional,117.557899262,153.910145545,70.798502946,16.854512638
Bengkulu,Kab. Bengkulu Utara,2022,Desember,BPR & BPRS,Konvensional,20.044943927,28.498714125,20.97172513,1.998664741
Bengkulu,Kab. Kaur,2022,Desember,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2022,Desember,BPR & BPRS,Konvensional,44.963229127,21.875189779,23.664578061,0.549327465
Bengkulu,Kab. Mukomuko,2022,Desember,BPR & BPRS,Konvensional,35.290983336,27.437532202,20.001178063,3.365132912
Bengkulu,Kab. Rejang Lebong,2022,Desember,BPR & BPRS,Konvensional,34.929269488,9.133187529,13.73602711,0.31105293
Bengkulu,Kab. Seluma,2022,Desember,BPR & BPRS,Konvensional,0,54.211823681,1.746427461,2.914687307
Bengkulu,Kota Bengkulu,2022,Desember,BPR & BPRS,Konvensional,0,47.808900942,5.449516224,1.031719688
Bengkulu,All Bengkulu,2022,Desember,BPR & BPRS,Konvensional,135.228425878,188.965348258,85.569452049,10.170585043
Bengkulu,Kab. Bengkulu Utara,2023,Januari,BPR & BPRS,Konvensional,20.760010399,29.851787148,21.554264887,2.01825455
Bengkulu,Kab. Kaur,2023,Januari,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Januari,BPR & BPRS,Konvensional,45.424692104,22.449271973,23.321813766,0.648483155
Bengkulu,Kab. Mukomuko,2023,Januari,BPR & BPRS,Konvensional,35.532970545,28.782368325,20.3486561,3.622101737
Bengkulu,Kab. Rejang Lebong,2023,Januari,BPR & BPRS,Konvensional,35.132633725,9.32785248,13.705068826,0.385809269
Bengkulu,Kab. Seluma,2023,Januari,BPR & BPRS,Konvensional,0,55.034338186,1.754211992,3.076199851
Bengkulu,Kota Bengkulu,2023,Januari,BPR & BPRS,Konvensional,0,50.261351313,5.871471809,1.034239775
Bengkulu,All Bengkulu,2023,Januari,BPR & BPRS,Konvensional,136.850306773,195.706969425,86.55548738,10.785088337
Bengkulu,Kab. Bengkulu Utara,2023,Februari,BPR & BPRS,Konvensional,21.965998295,31.226575302,22.566851201,1.928686043
Bengkulu,Kab. Kaur,2023,Februari,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Februari,BPR & BPRS,Konvensional,45.975711613,23.518575753,23.33518232,0.721132536
Bengkulu,Kab. Mukomuko,2023,Februari,BPR & BPRS,Konvensional,33.99350912,30.90067841,18.69912586,3.600811055
Bengkulu,Kab. Rejang Lebong,2023,Februari,BPR & BPRS,Konvensional,35.054755022,9.752257101,13.41063928,0.40026006
Bengkulu,Kab. Seluma,2023,Februari,BPR & BPRS,Konvensional,0,56.743342618,1.768119714,3.312516565
Bengkulu,Kota Bengkulu,2023,Februari,BPR & BPRS,Konvensional,0,51.97380541,6.001817528,1.021810157
Bengkulu,All Bengkulu,2023,Februari,BPR & BPRS,Konvensional,136.98997405,204.115234594,85.781735903,10.985216416
Bengkulu,Kab. Bengkulu Utara,2023,Maret,BPR & BPRS,Konvensional,21.990467982,31.831779192,22.596523229,1.96539435
Bengkulu,Kab. Kaur,2023,Maret,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Maret,BPR & BPRS,Konvensional,46.64745924,24.310786486,23.435247147,0.750574265
Bengkulu,Kab. Mukomuko,2023,Maret,BPR & BPRS,Konvensional,35.459370659,31.758949351,20.308533714,3.627689764
Bengkulu,Kab. Rejang Lebong,2023,Maret,BPR & BPRS,Konvensional,33.437704546,10.167929109,13.00657065,0.39656927
Bengkulu,Kab. Seluma,2023,Maret,BPR & BPRS,Konvensional,0,57.153745765,1.728150478,3.524911065
Bengkulu,Kota Bengkulu,2023,Maret,BPR & BPRS,Konvensional,0,52.848236535,6.180633571,0.952153352
Bengkulu,All Bengkulu,2023,Maret,BPR & BPRS,Konvensional,137.535002427,208.071426438,87.255658789,11.217292066
Bengkulu,Kab. Bengkulu Utara,2023,April,BPR & BPRS,Konvensional,22.325307319,31.978243509,22.790601491,1.613781973
Bengkulu,Kab. Kaur,2023,April,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,April,BPR & BPRS,Konvensional,47.043334575,24.831577588,28.270963097,0.86489503
Bengkulu,Kab. Mukomuko,2023,April,BPR & BPRS,Konvensional,49.710702983,32.259834058,34.926488381,3.872244774
Bengkulu,Kab. Rejang Lebong,2023,April,BPR & BPRS,Konvensional,32.606872973,10.167437101,12.60836824,0.349389153
Bengkulu,Kab. Seluma,2023,April,BPR & BPRS,Konvensional,0,56.575395028,1.709105131,3.929981501
Bengkulu,Kota Bengkulu,2023,April,BPR & BPRS,Konvensional,0,53.329819169,6.156829338,0.701899228
Bengkulu,All Bengkulu,2023,April,BPR & BPRS,Konvensional,151.68621785,209.142306453,106.462355678,11.332191659
Bengkulu,Kab. Bengkulu Utara,2023,Mei,BPR & BPRS,Konvensional,25.934385888,33.140166758,24.327988033,1.431515849
Bengkulu,Kab. Kaur,2023,Mei,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Mei,BPR & BPRS,Konvensional,46.788072953,24.694302989,28.084487973,0.840490717
Bengkulu,Kab. Mukomuko,2023,Mei,BPR & BPRS,Konvensional,43.623618811,33.273276166,28.560725521,3.596414481
Bengkulu,Kab. Rejang Lebong,2023,Mei,BPR & BPRS,Konvensional,36.881576851,10.202541167,13.17272005,0.389174995
Bengkulu,Kab. Seluma,2023,Mei,BPR & BPRS,Konvensional,0,55.835177051,1.703338617,3.883010565
Bengkulu,Kota Bengkulu,2023,Mei,BPR & BPRS,Konvensional,0,55.180624332,6.310789316,0.836685529
Bengkulu,All Bengkulu,2023,Mei,BPR & BPRS,Konvensional,153.227654503,212.326088463,102.16004951,10.977292136
Bengkulu,Kab. Bengkulu Utara,2023,Juni,BPR & BPRS,Konvensional,27.773010136,33.969285469,24.19536812,1.262491063
Bengkulu,Kab. Kaur,2023,Juni,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Juni,BPR & BPRS,Konvensional,47.421394258,24.861855846,28.123211356,0.85666688
Bengkulu,Kab. Mukomuko,2023,Juni,BPR & BPRS,Konvensional,45.450632458,35.081192444,30.000911696,3.600702016
Bengkulu,Kab. Rejang Lebong,2023,Juni,BPR & BPRS,Konvensional,35.113945818,10.44904268,13.091257266,0.356771523
Bengkulu,Kab. Seluma,2023,Juni,BPR & BPRS,Konvensional,0,56.830066691,1.673092359,3.948476859
Bengkulu,Kota Bengkulu,2023,Juni,BPR & BPRS,Konvensional,0,54.664943349,6.273941526,1.158881944
Bengkulu,All Bengkulu,2023,Juni,BPR & BPRS,Konvensional,155.75898267,215.856386479,103.357782323,11.183990285
Bengkulu,Kab. Bengkulu Utara,2023,Juli,BPR & BPRS,Konvensional,29.171158838,35.673102551,25.508226942,1.314716481
Bengkulu,Kab. Kaur,2023,Juli,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Juli,BPR & BPRS,Konvensional,48.546191676,24.835131155,28.267442149,0.978146786
Bengkulu,Kab. Mukomuko,2023,Juli,BPR & BPRS,Konvensional,38.859248963,35.253195909,23.05944449,3.666256443
Bengkulu,Kab. Rejang Lebong,2023,Juli,BPR & BPRS,Konvensional,35.508278172,10.555709788,13.265806808,0.371798991
Bengkulu,Kab. Seluma,2023,Juli,BPR & BPRS,Konvensional,0,56.299739668,1.668512937,3.899167977
Bengkulu,Kota Bengkulu,2023,Juli,BPR & BPRS,Konvensional,0,55.577109633,6.290209091,1.163016984
Bengkulu,All Bengkulu,2023,Juli,BPR & BPRS,Konvensional,152.084877649,218.193988704,98.059642417,11.393103662
Bengkulu,Kab. Bengkulu Utara,2023,Agustus,BPR & BPRS,Konvensional,30.148295157,38.701282281,25.449752118,1.449763588
Bengkulu,Kab. Kaur,2023,Agustus,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Agustus,BPR & BPRS,Konvensional,53.398123481,25.267547368,32.299628421,1.001476406
Bengkulu,Kab. Mukomuko,2023,Agustus,BPR & BPRS,Konvensional,39.541354037,37.087018426,23.586773976,3.476705144
Bengkulu,Kab. Rejang Lebong,2023,Agustus,BPR & BPRS,Konvensional,34.647827238,10.80780475,13.832784891,0.389724039
Bengkulu,Kab. Seluma,2023,Agustus,BPR & BPRS,Konvensional,0,57.831160632,1.635499046,3.806310814
Bengkulu,Kota Bengkulu,2023,Agustus,BPR & BPRS,Konvensional,0,56.397113239,5.73504784,1.772275999
Bengkulu,All Bengkulu,2023,Agustus,BPR & BPRS,Konvensional,157.735599913,226.091926696,102.539486292,11.89625599
Bengkulu,Kab. Bengkulu Utara,2023,September,BPR & BPRS,Konvensional,34.270010221,42.478464418,26.035431891,1.257492148
Bengkulu,Kab. Kaur,2023,September,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,September,BPR & BPRS,Konvensional,54.459984106,26.169676771,32.390516688,1.010399418
Bengkulu,Kab. Mukomuko,2023,September,BPR & BPRS,Konvensional,40.969316271,37.217098764,24.849205474,2.769458658
Bengkulu,Kab. Rejang Lebong,2023,September,BPR & BPRS,Konvensional,34.890999301,10.970413065,13.496308205,0.383882881
Bengkulu,Kab. Seluma,2023,September,BPR & BPRS,Konvensional,0,58.377723609,1.623447168,4.184573129
Bengkulu,Kota Bengkulu,2023,September,BPR & BPRS,Konvensional,0,56.577540746,5.965337482,1.871605669
Bengkulu,All Bengkulu,2023,September,BPR & BPRS,Konvensional,164.590309899,231.790917373,104.360246908,11.477411903
Bengkulu,Kab. Bengkulu Utara,2023,Oktober,BPR & BPRS,Konvensional,37.27164499,44.252999268,26.333745153,1.128293677
Bengkulu,Kab. Kaur,2023,Oktober,BPR & BPRS,Konvensional,-,-,-,0
Bengkulu,Kab. Kepahiang,2023,Oktober,BPR & BPRS,Konvensional,54.775331143,26.66541439,32.827524762,1.006976102
Bengkulu,Kab. Mukomuko,2023,Oktober,BPR & BPRS,Konvensional,44.090685872,39.435376926,25.301592483,2.749523089
Bengkulu,Kab. Rejang Lebong,2023,Oktober,BPR & BPRS,Konvensional,35.484930685,10.923845705,13.228795939,0.375026921
Bengkulu,Kab. Seluma,2023,Oktober,BPR & BPRS,Konvensional,0,58.906075454,1.721285077,4.444577797
Bengkulu,Kota Bengkulu,2023,Oktober,BPR & BPRS,Konvensional,0,56.721624329,5.956658267,2.691152272
Bengkulu,All Bengkulu,2023,Oktober,BPR & BPRS,Konvensional,171.62259269,236.905336072,105.369601681,12.395549858
Bengkulu,Kab. Bengkulu Utara,2023,November,BPR & BPRS,Konvensional,39.189140916,45.35032328,28.216959614,1.11996749
