Provinsi,Kab/Kota,Tahun,Bulan,Jenis Bank,Skema,Aset,Kredit ,DPK,NPL
Jambi,Kab. Muaro Jambi,2024,Februari,Bank Umum,Konvensional,563.475310847,559.043283241,410.343565477,4.915242226
Jambi,Kab. Sarolangun,2024,Februari,Bank Umum,Konvensional,1739.983441917,1752.376944974,921.598518895,59.966966329
Jambi,Kab. Tanjung Jabung Barat,2024,Februari,Bank Umum,Konvensional,2994.490342292,2968.363143302,2233.02009368,40.637756832
Jambi,Kab. Tanjung Jabung Timur,2024,Februari,Bank Umum,Konvensional,519.794723665,501.29191599,353.900268433,3.460706863
Jambi,Kab. Tebo,2024,Februari,Bank Umum,Konvensional,1665.420838645,1640.828183568,962.861807754,39.090270473
Jambi,Kota Jambi,2024,Februari,Bank Umum,Konvensional,33040.777021653,24642.605055311,29841.767272817,487.535490622
Jambi,Kota Sungai Penuh,2024,Februari,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Februari,Bank Umum,Konvensional,50643.035192336,45277.961486994,41900.616049134,921.23692574
Jambi,Kab. Batanghari,2024,Maret,Bank Umum,Konvensional,2900.139847389,2884.026653626,1433.349961346,32.44607954
Jambi,Kab. Bungo,2024,Maret,Bank Umum,Konvensional,3967.799440071,3906.608009324,2271.803141723,86.650738957
Jambi,Kab. Kerinci,2024,Maret,Bank Umum,Konvensional,3488.590533786,3431.846477396,2112.854394347,83.698759136
Jambi,Kab. Merangin,2024,Maret,Bank Umum,Konvensional,3121.402762456,3129.570963343,1531.509856486,87.449150688
Jambi,Kab. Muaro Jambi,2024,Maret,Bank Umum,Konvensional,574.464176685,570.091404772,423.862974182,5.602579995
Jambi,Kab. Sarolangun,2024,Maret,Bank Umum,Konvensional,1754.620019491,1770.718750692,905.878542836,60.047893256
Jambi,Kab. Tanjung Jabung Barat,2024,Maret,Bank Umum,Konvensional,3031.607440347,3009.537145063,2234.953570936,33.191498124
Jambi,Kab. Tanjung Jabung Timur,2024,Maret,Bank Umum,Konvensional,533.196048595,507.827473516,396.872365135,3.449328118
Jambi,Kab. Tebo,2024,Maret,Bank Umum,Konvensional,1702.056029581,1670.773885562,997.014567249,37.180498677
Jambi,Kota Jambi,2024,Maret,Bank Umum,Konvensional,32680.334492911,24988.620319715,29403.667246272,461.193852373
Jambi,Kota Sungai Penuh,2024,Maret,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Maret,Bank Umum,Konvensional,50078.171054684,45869.621083009,41711.766620512,890.910378864
Jambi,Kab. Batanghari,2024,April,Bank Umum,Konvensional,2925.781097085,2912.139537868,1434.082399112,35.390379573
Jambi,Kab. Bungo,2024,April,Bank Umum,Konvensional,3976.950066576,3907.323261172,2234.097827596,92.235830695
Jambi,Kab. Kerinci,2024,April,Bank Umum,Konvensional,3457.40341099,3420.570611198,2069.761609617,85.613692579
Jambi,Kab. Merangin,2024,April,Bank Umum,Konvensional,3117.195539588,3130.223848244,1543.775915519,92.703371245
Jambi,Kab. Muaro Jambi,2024,April,Bank Umum,Konvensional,582.663511608,572.717598386,408.936156897,5.409808009
Jambi,Kab. Sarolangun,2024,April,Bank Umum,Konvensional,1763.541841336,1771.730831225,907.167658282,59.182210351
Jambi,Kab. Tanjung Jabung Barat,2024,April,Bank Umum,Konvensional,3056.295981897,3026.480885516,2196.272612949,34.545423236
Jambi,Kab. Tanjung Jabung Timur,2024,April,Bank Umum,Konvensional,522.710567169,506.365720681,361.076085535,3.351076177
Jambi,Kab. Tebo,2024,April,Bank Umum,Konvensional,1698.523237223,1677.526503263,982.743665404,39.369715828
Jambi,Kota Jambi,2024,April,Bank Umum,Konvensional,32489.773553431,24986.11380399,29204.371807103,489.791542138
Jambi,Kota Sungai Penuh,2024,April,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,April,Bank Umum,Konvensional,49456.037548911,45911.192601543,41342.285738014,937.593049831
Jambi,Kab. Batanghari,2024,Mei,Bank Umum,Konvensional,2943.141281778,2931.727043045,1406.421553646,37.784322551
Jambi,Kab. Bungo,2024,Mei,Bank Umum,Konvensional,4654.361167987,4615.143197764,2566.0748455,101.677556743
Jambi,Kab. Kerinci,2024,Mei,Bank Umum,Konvensional,3451.121792504,3426.189333629,2111.884328508,86.914850231
Jambi,Kab. Merangin,2024,Mei,Bank Umum,Konvensional,3113.158672798,3146.931427385,1524.386623041,96.327604404
Jambi,Kab. Muaro Jambi,2024,Mei,Bank Umum,Konvensional,585.818619255,579.115881259,392.208529272,6.415574507
Jambi,Kab. Sarolangun,2024,Mei,Bank Umum,Konvensional,1783.312849361,1786.111418897,935.825881158,58.536447527
Jambi,Kab. Tanjung Jabung Barat,2024,Mei,Bank Umum,Konvensional,3070.363901837,3046.643525136,2187.231271998,33.562223694
Jambi,Kab. Tanjung Jabung Timur,2024,Mei,Bank Umum,Konvensional,534.040032154,509.463122607,405.164843265,3.518432473
Jambi,Kab. Tebo,2024,Mei,Bank Umum,Konvensional,1708.553325176,1690.404486856,980.251615688,37.335133254
Jambi,Kota Jambi,2024,Mei,Bank Umum,Konvensional,32240.618557663,24650.308192855,28639.75555565,483.048829563
Jambi,Kota Sungai Penuh,2024,Mei,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Mei,Bank Umum,Konvensional,49812.846261255,46382.037629433,41149.205047726,945.120974947
Jambi,Kab. Batanghari,2024,Juni,Bank Umum,Konvensional,2987.479781839,2953.937226344,1453.257466422,37.784322551
Jambi,Kab. Bungo,2024,Juni,Bank Umum,Konvensional,4689.792958738,4640.068787998,2610.075424103,101.677556743
Jambi,Kab. Kerinci,2024,Juni,Bank Umum,Konvensional,3463.359973067,3431.247081888,2186.555107884,86.914850231
Jambi,Kab. Merangin,2024,Juni,Bank Umum,Konvensional,3184.264701138,3191.406528621,1571.874405118,96.327604404
Jambi,Kab. Muaro Jambi,2024,Juni,Bank Umum,Konvensional,588.193719849,584.8659644,444.113813673,6.415574507
Jambi,Kab. Sarolangun,2024,Juni,Bank Umum,Konvensional,1800.92174733,1802.604055561,934.500312118,58.536447527
Jambi,Kab. Tanjung Jabung Barat,2024,Juni,Bank Umum,Konvensional,3086.841989544,3056.506511235,2316.656588397,33.562223694
Jambi,Kab. Tanjung Jabung Timur,2024,Juni,Bank Umum,Konvensional,535.049545919,513.977612155,389.22657017,3.518432473
Jambi,Kab. Tebo,2024,Juni,Bank Umum,Konvensional,1727.369981299,1704.97012666,1041.969280888,37.335133254
Jambi,Kota Jambi,2024,Juni,Bank Umum,Konvensional,33245.356228383,24830.258456141,27699.177506957,483.048829563
Jambi,Kota Sungai Penuh,2024,Juni,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Juni,Bank Umum,Konvensional,51144.676870499,46709.842351003,40647.40647573,945.120974947
Jambi,Kab. Batanghari,2024,Juli,Bank Umum,Konvensional,2987.037835833,2966.863236402,1400.419566157,38.608212764
Jambi,Kab. Bungo,2024,Juli,Bank Umum,Konvensional,4731.033152026,4674.10522589,2590.063179164,89.443430556
Jambi,Kab. Kerinci,2024,Juli,Bank Umum,Konvensional,3475.061723016,3447.08813971,2140.870469924,87.915715152
Jambi,Kab. Merangin,2024,Juli,Bank Umum,Konvensional,3181.55662529,3196.216556213,1568.791815801,86.140358133
Jambi,Kab. Muaro Jambi,2024,Juli,Bank Umum,Konvensional,598.507912284,591.800903311,381.805096299,6.913903486
Jambi,Kab. Sarolangun,2024,Juli,Bank Umum,Konvensional,1825.574061172,1823.561189012,934.415861523,53.375798669
Jambi,Kab. Tanjung Jabung Barat,2024,Juli,Bank Umum,Konvensional,3117.994627494,3080.49049209,2293.127244475,34.313007364
Jambi,Kab. Tanjung Jabung Timur,2024,Juli,Bank Umum,Konvensional,530.094705933,512.027163375,353.567799462,3.771419897
Jambi,Kab. Tebo,2024,Juli,Bank Umum,Konvensional,1751.697908407,1717.828796177,986.888331407,31.177759959
Jambi,Kota Jambi,2024,Juli,Bank Umum,Konvensional,32714.175301357,24680.309156278,27974.485895319,488.316535753
Jambi,Kota Sungai Penuh,2024,Juli,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Juli,Bank Umum,Konvensional,49640.013971875,46690.290858458,40624.435259531,919.976141733
Jambi,Kab. Batanghari,2024,Agustus,Bank Umum,Konvensional,2997.573661474,2981.9190167,1382.156971255,37.933450386
Jambi,Kab. Bungo,2024,Agustus,Bank Umum,Konvensional,4772.381400302,4703.970797809,2582.279839116,89.087395654
Jambi,Kab. Kerinci,2024,Agustus,Bank Umum,Konvensional,3495.547520195,3463.585388624,2141.747061002,81.636953804
Jambi,Kab. Merangin,2024,Agustus,Bank Umum,Konvensional,3197.75186713,3209.49424746,1627.712768332,86.173741492
Jambi,Kab. Muaro Jambi,2024,Agustus,Bank Umum,Konvensional,606.825072448,598.149674008,427.643614567,7.158747972
Jambi,Kab. Sarolangun,2024,Agustus,Bank Umum,Konvensional,1866.156904799,1863.466209758,969.148172875,55.208179903
Jambi,Kab. Tanjung Jabung Barat,2024,Agustus,Bank Umum,Konvensional,3123.071193482,3098.592531855,2473.203886556,33.777022698
Jambi,Kab. Tanjung Jabung Timur,2024,Agustus,Bank Umum,Konvensional,521.613409808,512.054390727,391.151994856,3.378831459
Jambi,Kab. Tebo,2024,Agustus,Bank Umum,Konvensional,1754.57429648,1731.20009533,991.115710227,29.447432135
Jambi,Kota Jambi,2024,Agustus,Bank Umum,Konvensional,32123.623583597,24617.94526952,27967.632437608,489.919907831
Jambi,Kota Sungai Penuh,2024,Agustus,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Agustus,Bank Umum,Konvensional,49328.831603737,46780.377621791,40953.792456394,913.721663334
Jambi,Kab. Batanghari,2024,September,Bank Umum,Konvensional,3031.588737287,3013.29608613,1411.5926964,35.669592410999996
Jambi,Kab. Bungo,2024,September,Bank Umum,Konvensional,4837.707056683,4747.451311473,2676.904426104,83.080176853
Jambi,Kab. Kerinci,2024,September,Bank Umum,Konvensional,3528.045645019,3475.384807204,2157.349121599,76.605723259
Jambi,Kab. Merangin,2024,September,Bank Umum,Konvensional,3222.043115067,3233.398686489,1729.442929126,85.061322826
Jambi,Kab. Muaro Jambi,2024,September,Bank Umum,Konvensional,615.537512242,606.738393829,430.107965998,7.947940324
Jambi,Kab. Sarolangun,2024,September,Bank Umum,Konvensional,1901.520266169,1893.005925128,953.342744865,52.151501348
Jambi,Kab. Tanjung Jabung Barat,2024,September,Bank Umum,Konvensional,3155.427659651,3121.537783307,2496.985330059,31.609150735
Jambi,Kab. Tanjung Jabung Timur,2024,September,Bank Umum,Konvensional,528.831790149,513.011246252,368.949805775,3.776380511
Jambi,Kab. Tebo,2024,September,Bank Umum,Konvensional,1781.747132594,1749.620209577,996.070555244,25.632253592
Jambi,Kota Jambi,2024,September,Bank Umum,Konvensional,32483.662386078,25145.743407246,28024.161539372,487.382130396
Jambi,Kota Sungai Penuh,2024,September,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,September,Bank Umum,Konvensional,50580.194798734,47499.187856635,41244.907114542,888.916172255
Jambi,Kab. Batanghari,2024,Oktober,Bank Umum,Konvensional,3063.840448189,3036.624696576,1471.97452132,39.067222629
Jambi,Kab. Bungo,2024,Oktober,Bank Umum,Konvensional,4875.198907163,4769.479423099,2710.331204461,81.130821104
Jambi,Kab. Kerinci,2024,Oktober,Bank Umum,Konvensional,3525.080535596,3492.196143418,2175.493469349,79.660905058
Jambi,Kab. Merangin,2024,Oktober,Bank Umum,Konvensional,3241.332181223,3242.729610438,1750.069794485,81.769702803
Jambi,Kab. Muaro Jambi,2024,Oktober,Bank Umum,Konvensional,620.903179123,613.028982573,454.474655438,8.526735547
Jambi,Kab. Sarolangun,2024,Oktober,Bank Umum,Konvensional,1926.611824041,1910.922010069,985.739000737,47.716892312
Jambi,Kab. Tanjung Jabung Barat,2024,Oktober,Bank Umum,Konvensional,3171.806058658,3130.998164581,2517.517517743,30.760634302
Jambi,Kab. Tanjung Jabung Timur,2024,Oktober,Bank Umum,Konvensional,527.074263747,513.458840359,350.999519514,4.641953568
Jambi,Kab. Tebo,2024,Oktober,Bank Umum,Konvensional,1793.323471231,1763.233722366,1032.733577595,25.22569603
Jambi,Kota Jambi,2024,Oktober,Bank Umum,Konvensional,33526.335269209,25564.564645128,29285.131727054,499.665217056
Jambi,Kota Sungai Penuh,2024,Oktober,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Oktober,Bank Umum,Konvensional,51520.181441518,48037.236238607,42734.464987696,898.165780409
Jambi,Kab. Batanghari,2024,November,Bank Umum,Konvensional,3067.985591134,3040.63449489,1529.990765933,35.511006353
Jambi,Kab. Bungo,2024,November,Bank Umum,Konvensional,4859.723797367,4765.765979824,2734.310454954,82.579570827
Jambi,Kab. Kerinci,2024,November,Bank Umum,Konvensional,3546.398065269,3503.672444821,2212.468074644,78.98145913
Jambi,Kab. Merangin,2024,November,Bank Umum,Konvensional,3240.065997766,3253.590099473,1791.596700948,81.640347298
Jambi,Kab. Muaro Jambi,2024,November,Bank Umum,Konvensional,623.2367022,614.344196664,473.594093408,8.115728063
Jambi,Kab. Sarolangun,2024,November,Bank Umum,Konvensional,1940.192638616,1932.64905,993.005515664,47.311877945
Jambi,Kab. Tanjung Jabung Barat,2024,November,Bank Umum,Konvensional,3182.996696116,3145.057474358,2483.845173285,31.19673444
Jambi,Kab. Tanjung Jabung Timur,2024,November,Bank Umum,Konvensional,523.942999163,513.095799522,320.594653086,4.710930679
Jambi,Kab. Tebo,2024,November,Bank Umum,Konvensional,1794.353352931,1768.064764814,1051.401457501,24.683808746
Jambi,Kota Jambi,2024,November,Bank Umum,Konvensional,33569.550329204,25581.745170675,28695.363973377,492.591793392
Jambi,Kota Sungai Penuh,2024,November,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,November,Bank Umum,Konvensional,51586.242204614,48118.619475041,42286.1708628,887.323256873
Jambi,Kab. Batanghari,2024,Desember,Bank Umum,Konvensional,3112.117840193,3048.557145361,1443.217428765,31.516415199
Jambi,Kab. Bungo,2024,Desember,Bank Umum,Konvensional,4871.226018517,4735.220828785,2709.19944606,79.520677311
Jambi,Kab. Kerinci,2024,Desember,Bank Umum,Konvensional,3579.520016186,3492.127613106,2026.915946235,77.509888619
Jambi,Kab. Merangin,2024,Desember,Bank Umum,Konvensional,3285.168414155,3273.887371021,1692.037636907,78.574169011
Jambi,Kab. Muaro Jambi,2024,Desember,Bank Umum,Konvensional,626.02456016,614.868937946,281.670305567,7.796251449
Jambi,Kab. Sarolangun,2024,Desember,Bank Umum,Konvensional,1952.446630469,1942.777667521,953.745070218,42.689347662
Jambi,Kab. Tanjung Jabung Barat,2024,Desember,Bank Umum,Konvensional,3205.335896081,3150.826971961,2408.889563196,32.713749668
Jambi,Kab. Tanjung Jabung Timur,2024,Desember,Bank Umum,Konvensional,527.511025397,511.484846599,240.709275225,4.717222567
Jambi,Kab. Tebo,2024,Desember,Bank Umum,Konvensional,1812.090601406,1773.533612748,1019.996700907,22.225101256
Jambi,Kota Jambi,2024,Desember,Bank Umum,Konvensional,34762.546643199,25778.198793583,30043.478731701,462.681665835
Jambi,Kota Sungai Penuh,2024,Desember,Bank Umum,Konvensional,0,0,0,0
Jambi,All Jambi,2024,Desember,Bank Umum,Konvensional,52530.929538719,48321.483788631,42819.860104781,839.944488577
Bengkulu,Kab. Bengkulu Selatan,2019,Desember,Bank Umum,Konvensional,2300.267368229,2251.656327306,952.988186424,23.13941779
Bengkulu,Kab. Bengkulu Tengah,2019,Desember,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2019,Desember,Bank Umum,Konvensional,1981.224975794,1927.554880838,977.820040893,16.364208352
Bengkulu,Kab. Kaur,2019,Desember,Bank Umum,Konvensional,475.488460993,453.911717391,192.499102233,3.127652706
Bengkulu,Kab. Kepahiang,2019,Desember,Bank Umum,Konvensional,315.2390295,297.358807273,180.886188151,6.215759238
Bengkulu,Kab. Lebong,2019,Desember,Bank Umum,Konvensional,358.609454565,333.936239576,117.994302071,1.105415242
Bengkulu,Kab. Mukomuko,2019,Desember,Bank Umum,Konvensional,1209.511189987,1172.735064079,634.522048712,7.385705236
Bengkulu,Kab. Rejang Lebong,2019,Desember,Bank Umum,Konvensional,2116.794724413,2058.149665619,1177.315497036,24.276189713
Bengkulu,Kab. Seluma,2019,Desember,Bank Umum,Konvensional,467.446793205,441.5727083,255.550114113,6.529035563
Bengkulu,Kota Bengkulu,2019,Desember,Bank Umum,Konvensional,12200.625351684,10481.170404074,6989.258865173,197.802268272
Bengkulu,All Bengkulu,2019,Desember,Bank Umum,Konvensional,21425.20734837,19418.045814456,11478.834344806,285.945652112
Bengkulu,Kab. Bengkulu Selatan,2020,Desember,Bank Umum,Konvensional,2539.095500898,2515.984358429,1088.55628361,23.231562057
Bengkulu,Kab. Bengkulu Tengah,2020,Desember,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2020,Desember,Bank Umum,Konvensional,2164.872860842,2141.361775539,1090.541066177,18.136643065
Bengkulu,Kab. Kaur,2020,Desember,Bank Umum,Konvensional,555.913660144,540.969731709,178.27624141,4.98228677
Bengkulu,Kab. Kepahiang,2020,Desember,Bank Umum,Konvensional,364.23513365,353.117171369,197.343547756,2.692498619
Bengkulu,Kab. Lebong,2020,Desember,Bank Umum,Konvensional,412.108271155,390.54313722,118.29384239,0.413573735
Bengkulu,Kab. Mukomuko,2020,Desember,Bank Umum,Konvensional,1357.23917091,1336.070112021,741.241460168,7.573423242
Bengkulu,Kab. Rejang Lebong,2020,Desember,Bank Umum,Konvensional,2306.853501487,2265.913802157,1192.284057208,25.430517882
Bengkulu,Kab. Seluma,2020,Desember,Bank Umum,Konvensional,504.920266601,486.525297533,235.790473378,2.972448692
Bengkulu,Kota Bengkulu,2020,Desember,Bank Umum,Konvensional,12811.612429484,10884.551681027,7716.29978334,160.493562193
Bengkulu,All Bengkulu,2020,Desember,Bank Umum,Konvensional,23016.850795171,20915.037067004,12558.626755437,245.926516255
Bengkulu,Kab. Bengkulu Selatan,2021,Desember,Bank Umum,Konvensional,2730.113187327,2704.827901005,1276.438172011,27.871162561
Bengkulu,Kab. Bengkulu Tengah,2021,Desember,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2021,Desember,Bank Umum,Konvensional,2378.991373235,2329.823192995,1401.796823018,25.294260476
Bengkulu,Kab. Kaur,2021,Desember,Bank Umum,Konvensional,614.444849301,598.211679357,225.515254885,5.91132591
Bengkulu,Kab. Kepahiang,2021,Desember,Bank Umum,Konvensional,404.414463541,387.580867542,209.520686015,13.168065299
Bengkulu,Kab. Lebong,2021,Desember,Bank Umum,Konvensional,444.534996429,418.076204674,183.733389234,1.529732521
Bengkulu,Kab. Mukomuko,2021,Desember,Bank Umum,Konvensional,1541.912400284,1486.169153797,1048.43026758,7.920855702
Bengkulu,Kab. Rejang Lebong,2021,Desember,Bank Umum,Konvensional,2533.782228369,2493.652204441,1258.522797303,25.674919885
Bengkulu,Kab. Seluma,2021,Desember,Bank Umum,Konvensional,554.96365888,533.116495011,303.523063506,1.908427441
Bengkulu,Kota Bengkulu,2021,Desember,Bank Umum,Konvensional,13426.985640445,11556.385637794,9092.412635496,187.94369292
Bengkulu,All Bengkulu,2021,Desember,Bank Umum,Konvensional,24630.142797811,22507.843336616,14999.893089048,297.222442715
Bengkulu,Kab. Bengkulu Selatan,2022,Desember,Bank Umum,Konvensional,3782.5111420490002,2899.106798152,1246.924663201,27.871049021
Bengkulu,Kab. Bengkulu Tengah,2022,Desember,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2022,Desember,Bank Umum,Konvensional,2518.175273681,2450.924506456,1376.619003509,22.846604597
Bengkulu,Kab. Kaur,2022,Desember,Bank Umum,Konvensional,653.26179127,632.772593883,185.811142953,7.444284626
Bengkulu,Kab. Kepahiang,2022,Desember,Bank Umum,Konvensional,417.175114757,395.357323276,207.911107283,13.630860958
Bengkulu,Kab. Lebong,2022,Desember,Bank Umum,Konvensional,461.293410858,427.913550975,145.474991887,2.950492826
Bengkulu,Kab. Mukomuko,2022,Desember,Bank Umum,Konvensional,1695.116258578,1639.182607818,1092.437103375,8.105349465
Bengkulu,Kab. Rejang Lebong,2022,Desember,Bank Umum,Konvensional,2747.683288624,2693.679839768,1267.474335698,45.439988692
Bengkulu,Kab. Seluma,2022,Desember,Bank Umum,Konvensional,561.669709432,540.421283748,225.704166243,3.235734603
Bengkulu,Kota Bengkulu,2022,Desember,Bank Umum,Konvensional,14746.400489957,12351.375815924,9457.30681779,203.143091938
Bengkulu,All Bengkulu,2022,Desember,Bank Umum,Konvensional,27583.286479206,24030.73432,15205.663331939,334.667456726
Bengkulu,Kab. Bengkulu Selatan,2023,Januari,Bank Umum,Konvensional,2869.796153452,2860.920425322,1153.968801209,36.135689811
Bengkulu,Kab. Bengkulu Tengah,2023,Januari,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2023,Januari,Bank Umum,Konvensional,2491.541968049,2438.703993993,1354.983754114,32.453436456
Bengkulu,Kab. Kaur,2023,Januari,Bank Umum,Konvensional,644.748996838,633.130695367,194.468203098,7.592188144
Bengkulu,Kab. Kepahiang,2023,Januari,Bank Umum,Konvensional,418.878808348,394.434204721,199.732443,13.694600114
Bengkulu,Kab. Lebong,2023,Januari,Bank Umum,Konvensional,442.683307631,427.399469915,159.076785792,3.371838112
Bengkulu,Kab. Mukomuko,2023,Januari,Bank Umum,Konvensional,1673.474517477,1635.857569231,1057.768722579,9.58728802
Bengkulu,Kab. Rejang Lebong,2023,Januari,Bank Umum,Konvensional,2684.96108531,2662.656616829,1204.590116674,66.746352563
Bengkulu,Kab. Seluma,2023,Januari,Bank Umum,Konvensional,554.280699839,540.886970596,252.169821749,3.800633183
Bengkulu,Kota Bengkulu,2023,Januari,Bank Umum,Konvensional,14726.749289344,12214.749448917,9027.428722852,240.883706963
Bengkulu,All Bengkulu,2023,Januari,Bank Umum,Konvensional,26507.114826288,23808.739394891,14604.187371067,414.265733366
Bengkulu,Kab. Bengkulu Selatan,2023,Februari,Bank Umum,Konvensional,2863.655590751,2873.847335533,1149.505569921,40.386689732
Bengkulu,Kab. Bengkulu Tengah,2023,Februari,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2023,Februari,Bank Umum,Konvensional,2481.515021048,2449.028666116,1334.29453326,32.759973063
Bengkulu,Kab. Kaur,2023,Februari,Bank Umum,Konvensional,647.367841768,634.54826505,188.354676266,8.086312682
Bengkulu,Kab. Kepahiang,2023,Februari,Bank Umum,Konvensional,416.864460863,394.661263426,198.952554122,13.841717699
Bengkulu,Kab. Lebong,2023,Februari,Bank Umum,Konvensional,446.586132059,429.051033058,156.125309453,3.725885329
Bengkulu,Kab. Mukomuko,2023,Februari,Bank Umum,Konvensional,1678.369747151,1644.690614818,1030.248904433,10.252053716
Bengkulu,Kab. Rejang Lebong,2023,Februari,Bank Umum,Konvensional,2646.392836938,2669.646244841,1200.629932483,78.077258939
Bengkulu,Kab. Seluma,2023,Februari,Bank Umum,Konvensional,556.760835911,542.83420147,264.547055135,4.20136652
Bengkulu,Kota Bengkulu,2023,Februari,Bank Umum,Konvensional,14675.899596101,12280.893300807,8956.662704571,259.029200226
Bengkulu,All Bengkulu,2023,Februari,Bank Umum,Konvensional,26413.41206259,23919.200925119,14479.321239644,450.360457906
Bengkulu,Kab. Bengkulu Selatan,2023,Maret,Bank Umum,Konvensional,2907.239989665,2909.786723115,1162.508147313,38.605440756
Bengkulu,Kab. Bengkulu Tengah,2023,Maret,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2023,Maret,Bank Umum,Konvensional,2510.333274526,2470.178792949,1415.47363507,31.825995345
Bengkulu,Kab. Kaur,2023,Maret,Bank Umum,Konvensional,652.334813522,638.239473413,199.782142739,7.675229945
Bengkulu,Kab. Kepahiang,2023,Maret,Bank Umum,Konvensional,424.063469064,396.638953359,177.997015369,13.881317566
Bengkulu,Kab. Lebong,2023,Maret,Bank Umum,Konvensional,448.545540058,431.206996522,199.316067893,4.392324214
Bengkulu,Kab. Mukomuko,2023,Maret,Bank Umum,Konvensional,1701.716158696,1666.261159368,1041.705698209,10.05575056
Bengkulu,Kab. Rejang Lebong,2023,Maret,Bank Umum,Konvensional,2666.886894995,2671.407840435,1209.976497897,69.860697458
Bengkulu,Kab. Seluma,2023,Maret,Bank Umum,Konvensional,558.089153132,543.673543641,303.243960791,5.511123432
Bengkulu,Kota Bengkulu,2023,Maret,Bank Umum,Konvensional,14622.92328188,12361.665136981,8787.853284532,247.987361621
Bengkulu,All Bengkulu,2023,Maret,Bank Umum,Konvensional,26492.132575538,24089.058619783,14497.856449813,429.795240897
Bengkulu,Kab. Bengkulu Selatan,2023,April,Bank Umum,Konvensional,3239.095068318,2916.988494535,1257.620282582,37.887375423
Bengkulu,Kab. Bengkulu Tengah,2023,April,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2023,April,Bank Umum,Konvensional,2545.762573305,2475.206495727,1449.203674386,35.855996949
Bengkulu,Kab. Kaur,2023,April,Bank Umum,Konvensional,652.656108963,639.782535946,196.89659138,7.913490524
Bengkulu,Kab. Kepahiang,2023,April,Bank Umum,Konvensional,419.999781282,397.033497045,195.78720456,13.888274432
Bengkulu,Kab. Lebong,2023,April,Bank Umum,Konvensional,449.198336095,432.238519169,183.167847551,4.936981192
Bengkulu,Kab. Mukomuko,2023,April,Bank Umum,Konvensional,1720.836757848,1674.430864602,1028.371571144,9.383559515
Bengkulu,Kab. Rejang Lebong,2023,April,Bank Umum,Konvensional,2662.503361974,2667.810086166,1280.608463161,90.569533197
Bengkulu,Kab. Seluma,2023,April,Bank Umum,Konvensional,555.942059764,542.193849814,314.352072072,5.070240526
Bengkulu,Kota Bengkulu,2023,April,Bank Umum,Konvensional,14862.914984304,12391.111489406,8926.812181242,291.27308023
Bengkulu,All Bengkulu,2023,April,Bank Umum,Konvensional,27108.909031853,24136.79583241,14832.819888078,496.778531988
Bengkulu,Kab. Bengkulu Selatan,2023,Mei,Bank Umum,Konvensional,3053.506524566,2946.694584562,1234.596088247,38.286296118
Bengkulu,Kab. Bengkulu Tengah,2023,Mei,Bank Umum,Konvensional,0,0,0,0
Bengkulu,Kab. Bengkulu Utara,2023,Mei,Bank Umum,Konvensional,2518.207241161,2494.03694065,1403.930560605,35.411386087
Bengkulu,Kab. Kaur,2023,Mei,Bank Umum,Konvensional,649.223406577,637.660589701,209.425439659,8.111822826
Bengkulu,Kab. Kepahiang,2023,Mei,Bank Umum,Konvensional,416.97528134,396.80620953,184.622867223,13.867688387
Bengkulu,Kab. Lebong,2023,Mei,Bank Umum,Konvensional,443.508382914,432.185183225,161.607790669,3.845935144
Bengkulu,Kab. Mukomuko,2023,Mei,Bank Umum,Konvensional,1733.661933471,1701.035633209,1058.231180464,10.148073528
Bengkulu,Kab. Rejang Lebong,2023,Mei,Bank Umum,Konvensional,2656.643665561,2696.871370973,1246.933643987,103.123947777
Bengkulu,Kab. Seluma,2023,Mei,Bank Umum,Konvensional,557.802149221,544.307061279,280.333208517,5.268085945
Bengkulu,Kota Bengkulu,2023,Mei,Bank Umum,Konvensional,14635.947748151,12460.546895579,8888.988485274,277.103527045
Bengkulu,All Bengkulu,2023,Mei,Bank Umum,Konvensional,26665.476332962,24310.144468708,14668.669264645,495.166762857
Bengkulu,Kab. Bengkulu Selatan,2023,Juni,Bank Umum,Konvensional,3155.837383517,2983.338398923,1215.501797737,35.251598204
