Negara,Provinsi,Tahun,Bulan,Total Aset,Giro,Tabungan,Deposito,Total DPK ,Modal Kerja,Investasi,Konsumsi,Total Kredit,Nominal NPL Gross,Rasio NPL Gross,Nominal NPL Net,Rasio NPL Net,Loan to Deposit Rastio (LDR)
INDONESIA,BENGKULU,2023,Februari,28845.751997384,2643.353768832,10146.908454545,3267.131013677,16057.39324,8303.550360477,4396.640373861999,13593.755237263,26293.94597,512.758464105,0.01950100851,219.469343009,0.008346763291,1.637497792
INDONESIA,BENGKULU,2023,Maret,28987.084509972,2770.516321221,10187.242253883998,3122.118553182,16079.87713,8326.470509406001,4497.756136798001,13680.399133361,26504.62578,489.722486611,0.01847686855,210.283074583,0.007933825451,1.648310218
INDONESIA,BENGKULU,2023,April,29619.805863239002,2849.772137909,10504.586127004,3113.766663256,16468.12493,8340.738060816,4568.928358276,13649.923000943,26559.58942,559.3938086500001,0.02106183947,245.858048584,0.009256846734,1.612787706
INDONESIA,BENGKULU,2023,Mei,29189.853209811998,2596.203589244,10504.833928043001,3162.443587017,16263.4811,8388.032121664999,4690.825212181,13677.06672198,26755.92406,554.1722861810001,0.02071213407,253.356174296,0.009469161811,1.645153573
INDONESIA,BENGKULU,2023,Juni,29240.12026021,2070.030186513,10781.586808988,3199.836432153,16051.45343,8467.427045053999,4637.822283332,13714.758182471,26820.00751,542.4544604670001,0.02022573857,249.993237969,0.009321147202,1.670877197
INDONESIA,BENGKULU,2023,Juli,29978.031262752997,2803.257133789,10863.812255954,3280.025245404,16947.09464,8494.216395652,4729.854544981999,13751.669745274,26975.74069,588.945403215,0.02183240898,227.13003584499998,0.008419788672,1.591761967
INDONESIA,BENGKULU,2023,Agustus,29895.302231798003,2819.996578931,10744.067917876,3395.7597219760005,16959.82422,8488.012213634,4791.762216460001,13806.930498217,27086.70493,607.219766317,0.02241763138,240.938522307,0.008895084247,1.597110004
INDONESIA,BENGKULU,2023,September,29770.661010712996,2672.267078302,10587.668369607001,3436.7570790060004,16696.69253,8501.438274538,4931.906099660001,13840.44165366,27273.78603,555.693677844,0.02037464389,221.593074212,0.008124763976,1.633484355
INDONESIA,BENGKULU,2023,Oktober,30685.635850860002,3192.408195395,10516.099854725,3498.444933775,17206.95298,8532.444424325,5011.210728915999,13908.079438301998,27451.73459,573.234217128,0.02088152992,231.23499836800002,0.008423329229,1.595386157
INDONESIA,BENGKULU,2023,November,30619.898322969002,3003.598432097,10708.23966016,3493.069269415,17204.90736,8636.009005553999,5208.493418433999,13983.04253755,27827.54496,591.38898648,0.02125192816,237.293789296,0.008527298747,1.617419052
INDONESIA,BENGKULU,2023,Desember,31041.868353219998,2468.551123222,11156.347901535,3403.3612802069997,17028.2603,8695.424410554999,5318.353832891,14033.320571612998,28047.09882,548.83713355,0.01956841016,228.787228489,0.00815725113,1.647091266
INDONESIA,BENGKULU,2024,Januari,33169.273316796,2983.538065509,10828.499232175,3599.256475568,17411.29377,8770.705770308,5373.012770251,16416.354163281998,30560.0727,718.663641377,0.02351642446,275.53603264699996,0.009016209985,1.755186783
INDONESIA,BENGKULU,2024,Februari,31093.182797102,3160.658530368,10343.794480617,3526.4728386079996,17030.92585,8683.539150228999,5404.9953134630005,14115.289500098,28203.82396,603.709587672,0.02140523882,251.270880944,0.008909106838,1.656035862
INDONESIA,BENGKULU,2024,Maret,31404.368876222,3241.053837867,10524.738416012,3528.776605538,17294.56886,8655.026041603,5483.945130275,14292.504309433998,28431.47548,557.631784078,0.01961318485,230.018466231,0.008090275384,1.64395399
INDONESIA,BENGKULU,2024,April,31258.170771833,3133.705389391,10807.850122884998,3489.8178320939996,17431.37334,8601.752701771,5514.805716434001,14350.581426416,28467.13984,603.42834287,0.02119736462,257.901600353,0.009059624597,1.633097937
INDONESIA,BENGKULU,2024,Mei ,31301.254670323,3316.414204845,10918.096384673,3470.909105321,17705.41969,8674.425798465,5562.996786801,14432.51348632,28669.93607,584.21355885,0.02037721875,249.02834817,0.008686044766,1.619274582
INDONESIA,BENGKULU,2024,Juni,31500.066626377,3130.262031969,11304.228498866,3533.129883918,17967.62041,8666.809873004,5599.459590939,14557.383097549,28823.65256,561.332303025,0.01947471098,237.21814805299996,0.008229982218,1.604199771
INDONESIA,BENGKULU,2024,Juli,32006.889394768,3319.2063823,11714.000211552,3599.312507305,18632.5191,8680.229875628,5683.632688411,14694.040230038001,29057.90279,529.8903139900001,0.01823566958,232.04232053799998,0.007985515066,1.559526258
INDONESIA,BENGKULU,2024,Agustus,32100.456266371,3165.225604424,11933.393667699002,3807.329092176,18905.94836,8651.306040018,5730.112811768,14816.773321272001,29198.19217,515.157873649,0.01764348527,224.80854122899999,0.007699399329,1.544391829
INDONESIA,BENGKULU,2024,September,32474.283651841,3174.571068363,12112.533258599002,3707.737034835,18994.84136,8715.809730486,5745.0663692220005,15093.763383643,29554.63948,495.012061648,0.01674904754,218.226858132,0.007383844362,1.555929787
INDONESIA,BENGKULU,2024,Oktober,33352.222999995996,3491.832639309,12130.282262801,3840.2510267390003,19462.36593,8690.750545859,5765.741466558,15236.939404885,29693.43142,501.89421684,0.01690253342,218.26433324299998,0.007350593139,1.525684571
INDONESIA,BENGKULU,2024,November,33311.526484656,3172.98980877,12195.525358287,3809.998954126,19178.51412,8704.490374532,5791.132093649,15293.659712104,29789.28218,498.137732191,0.01672204551,217.47405462700002,0.007300412723,1.553263302
INDONESIA,BENGKULU,2024,Desember,33320.602599597,2325.737609709,12682.258475224,3431.600512039,18439.5966,8709.629996796,5734.6590341520005,15397.56099849,29841.85003,445.86886379000003,0.01494105973,190.422154062,0.006381043865,1.618356989
INDONESIA,SUMBAGSEL,2023,Januari,305530.877412991,39598.838674497,132286.985869327,82651.186983009,254537.0115,95906.224273801,52322.63280403799,111780.558441762,260009.4155,8439.988293577002,0.03246031793,2458.4500539459996,0.009455234723,1.021499443
INDONESIA,SUMBAGSEL,2023,Februari,304513.010766775,40892.045192897,130465.662325939,82125.996173722,253483.7037,96081.960386272,52709.634678798,112445.714949815,261237.31,8600.713374462,0.03292299011,2530.1247307520002,0.009685158413,1.030588185
INDONESIA,SUMBAGSEL,2023,Maret,304905.0021777959,42543.483176534,130111.97778107901,81668.84690276202,254324.3079,98704.97230786999,51667.743741383994,113322.53713648599,263695.2532,7164.198876610999,0.02716847873,2484.61079116,0.009422281066,1.03684644
INDONESIA,SUMBAGSEL,2023,April,307942.7129884271,42036.14060407,134041.803683554,81787.05301004,257864.9973,99651.22324720901,51929.253229881004,113290.902960113,264871.3794,7528.869695587001,0.02842462523,2721.3640008469997,0.01027428485,1.027170737
INDONESIA,SUMBAGSEL,2023,Mei,308197.82139218,40347.129211385996,132985.022493678,82377.753585449,255709.9053,100729.50214174998,52632.31007710299,113856.030042766,267217.8423,7576.696993827,0.02835400859,2775.9879676020005,0.01038848284,1.045003876
INDONESIA,SUMBAGSEL,2023,Juni,314431.95520582504,38685.530743608004,134718.797060485,83315.063491758,256719.3913,102544.867381596,54302.773636146,114317.34498807798,271164.986,7101.176451479001,0.02618765998,2694.143475516,0.009935440099,1.056269979
INDONESIA,SUMBAGSEL,2023,Juli,305241.65338624094,42605.06571734799,135274.764000915,75694.217216283,253574.0469,102091.11951311199,48349.95651514499,114841.190102261,265282.2661,7467.144448542001,0.02814792167,2715.1134281480004,0.01023480939,1.046172782
INDONESIA,SUMBAGSEL,2023,Agustus,307908.775149771,42253.008436684,134284.22813206198,76297.203917986,252834.4405,104794.950031237,49247.106167557,115807.36592534599,269849.4221,7684.482263769999,0.02847692688,2844.611472259,0.01054147698,1.06729693
INDONESIA,SUMBAGSEL,2023,September,311601.051123243,42933.910442952,133689.005565828,76222.835350451,252845.7514,106583.791082772,50124.805188427,116706.016735261,273414.613,8143.930353981999,0.02978600984,3051.8069659390003,0.0111618283,1.081349445
INDONESIA,SUMBAGSEL,2023,Oktober,318325.385726637,47117.197416236,134870.837246139,77492.910816714,259480.9455,106694.29081682299,50953.45044296,117600.01682317199,275247.7581,8166.459249471,0.02966948507,3132.890393691,0.01138207416,1.060762892
INDONESIA,SUMBAGSEL,2023,November,318047.0938728491,44934.817334679,136128.272511666,76266.37908979302,257329.4689,107070.94927025301,52438.315180273996,118218.25416334099,277727.5186,8147.662773855999,0.029336894,3035.9639939209997,0.01093144824,1.079268223
INDONESIA,SUMBAGSEL,2023,Desember,321442.99837665696,37812.155832113,138814.265833533,78552.52694685302,255178.9486,107398.509618459,52167.048758453,118797.660065581,278363.2184,7401.845735658999,0.02659060266,2932.780993272,0.01053580645,1.090854947
INDONESIA,SUMBAGSEL,2024,Januari,332282.95899500395,42873.395686025,136019.424323179,76701.45286226999,255594.2729,106174.636590426,52580.26061837,138093.059091547,296847.9563,8383.139374153001,0.02824051571,3023.370487618,0.01018491259,1.161403004
INDONESIA,SUMBAGSEL,2024,Februari,325660.640215032,44298.528242048,132394.898003148,76089.097364436,252782.5236,105017.432180621,53308.000514767,119967.27833512201,278292.711,7972.691418832001,0.02864858152,2924.3144454330004,0.0105080526,1.100917528
INDONESIA,SUMBAGSEL,2024,Maret,320097.873326314,44784.684482797005,134245.050744754,75421.214061071,254450.9493,106289.58802738602,53959.76593264699,121846.21505381301,282095.569,7871.430045249,0.02790341611,2862.665332592,0.01014785643,1.1086442
INDONESIA,SUMBAGSEL,2024,April,321606.510198941,43492.09567502,137145.328951538,75650.125744031,256287.5504,106975.68387392201,54674.451053453005,122170.11845900997,283820.2534,8026.0301005090005,0.02827856717,3009.2114849749996,0.01060252554,1.107428952
INDONESIA,SUMBAGSEL,2024,Mei ,324213.452966287,44401.266655809006,137202.895007287,77399.93078946201,259004.0925,109155.49187837698,55654.29386902,123133.19004615198,287942.9758,8177.530683266,0.02839982695,3046.9804384970003,0.01058188841,1.111731375
INDONESIA,SUMBAGSEL,2024,Juni,332769.58402473293,45603.896384356,140457.272458265,74879.512383452,260940.6812,112781.41178484801,55110.288083766005,124273.866035713,292165.5659,6721.6394135479995,0.02300626836,2848.118575587,0.009748303387,1.11966277
INDONESIA,SUMBAGSEL,2024,Juli,337106.422184527,45290.550343433,143482.38446642802,75023.10765890799,263796.0425,116356.166694634,56266.714081744,125671.846231293,298294.727,6719.2673892739995,0.02252559895,2897.7077920680003,0.009714244101,1.13077787
INDONESIA,SUMBAGSEL,2024,Agustus,338976.165843266,47653.996464184,142784.85044164897,75875.191244794,266314.0382,117008.329996294,56848.071744978006,126614.313599466,300470.7153,6861.024179735,0.02283425249,2949.1546324230003,0.009815115024,1.128257141
INDONESIA,SUMBAGSEL,2024,September,343154.12862869096,48274.99689484401,145170.121449227,75560.19918894401,269005.3175,118093.430464654,57875.111098129,127835.75687373601,303804.2984,6724.031288884999,0.02213277206,2966.6407987409993,0.00976497309,1.129361684
INDONESIA,SUMBAGSEL,2024,Oktober,348343.50824285304,50418.066090347005,147545.52406720398,76271.768460393,274235.3586,118124.23298582801,59263.311963825,129327.32254896102,306714.8675,6817.593622419,0.02222778986,2947.2336098389997,0.009609034064,1.11843662
INDONESIA,SUMBAGSEL,2024,November,348575.978489796,48919.647825528,149530.30387345198,75396.990856518,273846.9426,116468.016783991,60169.70985711,130027.162628244,306664.8893,6800.897969051,0.02217696974,2888.517908106,0.009419134727,1.119840471
INDONESIA,SUMBAGSEL,2024,Desember,350628.082363175,39169.97328691,154706.061570712,75729.310905121,269605.3458,114952.109660587,60672.22078335899,130733.86222245799,306358.1927,6749.314955154,0.02203079636,2748.177547787,0.008970471865,1.136320913
INDONESIA,SUMATERA SELATAN,2025,Januari,134918.015487264,19063.422593397,59059.826174179005,32373.095459027998,110496.3442,43250.337876899,25716.670624585,50251.465129005,119218.4736,2817.659794515,0.02363442266,1054.427795969,0.00884450005,1.078935909
INDONESIA,KEPULAUAN BANGKA BELITUNG,2025,Januari,26929.12620691,4346.333509488,13712.275782089,7803.688865297,25862.29816,5373.688667693999,3444.778152185,9023.931902403001,17842.39872,375.52715129999996,0.0210468983,141.958603815,0.007956251064,0.68989997
INDONESIA,LAMPUNG,2025,Januari,91539.66609302901,11169.84203073,38221.082053727005,18776.136420144,68167.0605,39919.290282417,10201.600623641,33087.57540087301,83208.46631,2269.1826487559997,0.02727105485,936.6845999929999,0.01125708286,1.220655045
INDONESIA,JAMBI,2025,Januari,60379.050996747,7442.803599364,27631.103355986,13039.304433462,48113.21139,16158.172009852,16124.699955413,23259.691271346,55542.56324,1159.507070505,0.02087600937,522.926732481,0.009414882966,1.154413967
INDONESIA,BENGKULU,2025,Januari,33186.090167799,2900.718712814,12287.431701507,3543.6280125860003,18731.77843,8719.239711428001,5733.139286390001,15440.495607831,29892.87461,475.215361885,0.0158972788,199.779406767,0.006683178162,1.595837508
INDONESIA,SUMBAGSEL,2025,Januari,346951.948951749,44923.120445793,150911.719067488,75535.853190517,271370.6927,113420.72854829,61220.888642214006,131063.15931145799,305704.7765,7097.092026961001,0.02321550912,2855.7771390249995,0.00934161766,1.126520972
INDONESIA,SUMATERA SELATAN,2025,Februari,134274.310329365,19173.930135383,59029.785408674,33649.658574402,111853.3741,43173.206175796,25760.192428407,50699.344775125,119632.7434,2852.266927105,0.0238418584,1095.437084717,0.009156666091,1.069549706
INDONESIA,KEPULAUAN BANGKA BELITUNG,2025,Februari,27047.586030677,5110.230044428,13864.228157934002,7293.732950639001,26268.19115,5337.160396427,3440.6298864739997,9086.160885665,17863.95117,376.01244204499994,0.02104867162,144.51528819799998,0.008089771789,0.6800601939
INDONESIA,LAMPUNG,2025,Februari,91177.401505705,11399.666948139,38101.70615541701,18773.768393551003,68275.1415,40267.059912979006,10201.167267716,33390.016082425,83858.24326,2293.612849506,0.027351072,947.677664002,0.01130094821,1.228239758
INDONESIA,JAMBI,2025,Februari,61016.099548194,7950.25771262,27311.832320161,13545.282735842,48807.37277,16468.512206614,16212.739478649,23425.355001565,56106.60669,1174.257390919,0.02092903956,536.985732916,0.00957081108,1.149551871
INDONESIA,BENGKULU,2025,Februari,33263.737617786,3080.544190117,12031.009603284001,3551.4580308639997,18663.01182,8825.107318960001,5768.713392455999,15569.539537645,30163.36025,482.82919163099996,0.01600714203,209.64835193099998,0.006950430927,1.616210745
INDONESIA,SUMBAGSEL,2025,Februari,346779.13503172697,46714.629030687,150338.56164547,76813.90068529801,273867.0914,114071.04601077602,61383.442453702,132170.416282425,307624.9047,7178.978801205999,0.02333679325,2934.2641217640003,0.009538447884,1.12326349
INDONESIA,SUMATERA SELATAN,2019,Desember,99622.829712407,13658.590458847,41396.914689982,31596.846191602,86652.35134,29493.261104371002,19099.643783258998,36271.337813758,84864.2427,2560.4430629629996,0.03017104709,1331.306851694,0.01568748874,0.9793645687
INDONESIA,SUMATERA SELATAN,2020,Desember,100801.641961508,13395.07202645,45359.087833540005,31484.816769834004,90238.97663,28862.986057746002,21429.167313302998,37426.699742804994,87718.85311,3575.0219540539997,0.04075545709,1437.214831562,0.01638433222,0.9720727826
INDONESIA,SUMATERA SELATAN,2021,Desember,111601.106357195,14340.007888583,50021.687357016,36858.495482345,101220.1907,31260.185842166,20927.617088809,38749.214105454,90937.01704,2831.67247784,0.0311388318,877.63580279,0.009651029156,0.8984078807
INDONESIA,SUMATERA SELATAN,2022,Desember,121499.148640905,16996.50245757,53443.421186267005,40419.074968502995,110858.9986,33667.410312844004,21138.456857175,41640.690199469,96446.55737,2889.279606249,0.02995731196,865.623535271,0.008975162607,0.8699930414
INDONESIA,KEPULAUAN BANGKA BELITUNG,2019,Desember,20093.035784398,2336.80380704,9787.134326473,7234.214302114,19358.15244,6223.77258831,1873.533571013,6212.688044939001,14309.9942,579.358854582,0.04048630952,403.056720221,0.02816609947,0.7392231388
INDONESIA,KEPULAUAN BANGKA BELITUNG,2020,Desember,20402.758766525,2244.111813241,10556.341942041001,6912.902826226,19713.35658,4457.111441344,1837.812824802,6482.691709577,12777.61598,422.18171775499997,0.03304072673,232.36839172700002,0.01818558268,0.648170489
INDONESIA,KEPULAUAN BANGKA BELITUNG,2021,Desember,25814.396958888,4119.183777336,13495.131723361,7222.38341083,24836.69891,4511.889823105,1919.523375058,6945.7948432719995,13377.20804,405.316435052,0.03029903054,200.176263919,0.01496397928,0.5386065229
INDONESIA,KEPULAUAN BANGKA BELITUNG,2022,Desember,27273.636895014,5189.946288888,14034.572244993,7222.219958164999,26446.73849,4922.274991646999,2474.021275775,7416.407916544,14812.70418,582.011129452,0.03929134898,180.18394695199999,0.01216414942,0.5600956877
INDONESIA,LAMPUNG,2019,Desember,72379.10551328599,13585.00528597,13585.00528597,13585.00528597,40755.01586,28361.603680032,11771.392100255,25756.347221568,65889.343,1764.223186363,0.02677554679,930.958023576,0.01412911377,1.616717393
INDONESIA,LAMPUNG,2020,Desember,70462.960569862,7542.0311442639995,7542.0311442639995,7542.0311442639995,22626.09343,29743.878345185,11423.404745428,26861.450944566997,68028.73404,1652.6944686620002,0.02429406474,579.312852423,0.008515708261,3.006649568
INDONESIA,LAMPUNG,2021,Desember,76962.566756429,8362.566629189,33551.858620755,17043.743206173,58958.16846,32763.230757276,11479.49076547,27522.806242476003,71765.52777,3272.708939258,0.04560279902,757.8455369469999,0.01056002179,1.217227903
INDONESIA,LAMPUNG,2022,Desember,81276.15152988599,8124.518509312,34945.479976435,18659.755879798,61729.75437,35871.614639513,12072.053905132001,28542.930981405,76486.59953,3171.066871833,0.04145911691,705.265170258,0.009220767751,1.239055627
INDONESIA,JAMBI,2019,Desember,45998.933080455,4783.560888834,18095.477096992,11392.780916696,34271.8189,12980.326248995,9476.049679642001,18422.062216676,40878.43815,1195.248496866,0.02923909403,676.3770125799999,0.0165460581,1.192771188
INDONESIA,JAMBI,2020,Desember,46606.589670459,4932.853282497,20589.709165701,13468.109232693001,38990.67168,14313.774966477999,9960.269432195,19064.127399559,43338.1718,1189.592887559,0.02744907868,443.873028911,0.01024208015,1.111501032
INDONESIA,JAMBI,2021,Desember,49924.860018566,7245.507013693,23774.769252162,12644.428506344,43664.70477,15059.927362739001,10494.469444331,19789.112934547,45343.50974,991.85858679,0.02187432319,411.081885486,0.009065947648,1.038447643
INDONESIA,JAMBI,2022,Desember,52417.812061053,7820.765785003,25361.331076109,12112.734911719,45294.83177,15579.493778086999,12121.730813611,20539.683605812,48240.9082,999.2267961910001,0.02071326668,409.27997173299997,0.008484085127,1.06504222
INDONESIA,BENGKULU,2019,Desember,23043.006644939,1483.885835323,8129.530713971,2922.7001700379997,12536.11672,5364.3442957180005,3366.208172613,12220.206565096,20950.75903,356.88342322000005,0.0170343911,216.251154725,0.01032187685,1.671231969
INDONESIA,BENGKULU,2020,Desember,24777.585418355,1261.977521652,9186.161776553,3401.7115922850003,13849.85089,6445.670675033,3078.343605741,13070.570413853,22594.58469,326.11763140100004,0.01443344216,169.13147467899998,0.007485487207,1.63139552
INDONESIA,BENGKULU,2021,Desember,26617.335790196,2194.306897632,10668.909271222,3682.3205437919996,16545.53671,7702.609385667,3436.67926624,13268.962946782998,24408.2516,349.84056838299995,0.01433288111,168.51216765100003,0.006903901616,1.475216672
INDONESIA,BENGKULU,2022,Desember,30024.235175418995,2473.024634495,11122.584900004,3322.704394505,16918.31393,8464.424952094,4357.828285297,13560.474858594,26382.7281,394.89816290999994,0.01496805643,185.968627182,0.00704887783,1.559418285
INDONESIA,SUMBAGSEL,2019,Desember,261136.91073548497,29089.719917698,104094.862201509,69591.383486413,202775.9656,82423.307917426,45586.827306782,98882.641862037,226892.7771,6456.157023994,0.02845466086,3557.9497627959995,0.01568119448,1.118933284
INDONESIA,SUMBAGSEL,2020,Desember,263051.536386709,28883.523833148996,115646.50551594,71968.20790492499,216498.2373,83823.42148578599,47728.997921468996,102905.54021036101,234457.9596,7165.608659431,0.0305624457,2861.9005793020006,0.0122064552,1.082955513
INDONESIA,SUMBAGSEL,2021,Desember,290920.26588127395,36261.572206433004,131512.356224516,77451.37114948401,245225.2996,91297.84317095298,48257.77993990801,106275.891072532,245831.5142,7851.397007322999,0.03193812247,2415.2516567929997,0.009824825205,1.002472072
INDONESIA,SUMBAGSEL,2022,Desember,312490.984302277,40604.757675268,138907.389383808,81736.49011269,261248.6372,98505.218674185,52164.09113699,111700.18756182402,262369.4974,8036.482566635,0.03063039967,2346.321251396,0.008942812617,1.004290396
INDONESIA,SUMATERA SELATAN,2025,Februari,134274.310329365,19173.930135383,59029.785408674,33649.658574402,111853.3741,43173.206175796,25760.192428407,50699.344775125,119632.7434,2852.266927105,0.0238418584,1095.437084717,0.009156666091,1.069549706
INDONESIA,KEPULAUAN BANGKA BELITUNG,2025,Februari,27047.586030677,5110.230044428,13864.228157934002,7293.732950639001,26268.19115,5337.160396427,3440.6298864739997,9086.160885665,17863.95117,376.01244204499994,0.02104867162,144.51528819799998,0.008089771789,0.6800601939
INDONESIA,LAMPUNG,2025,Februari,91177.401505705,11399.666948139,38101.70615541701,18773.768393551003,68275.1415,40267.059912979006,10201.167267716,33390.016082425,83858.24326,2293.612849506,0.027351072,947.677664002,0.01130094821,1.228239758
INDONESIA,JAMBI,2025,Februari,61016.099548194,7950.25771262,27311.832320161,13545.282735842,48807.37277,16468.512206614,16212.739478649,23425.355001565,56106.60669,1174.257390919,0.02092903956,536.985732916,0.00957081108,1.149551871
INDONESIA,BENGKULU,2025,Februari,33263.737617786,3080.544190117,12031.009603284001,3551.4580308639997,18663.01182,8825.107318960001,5768.713392455999,15569.539537645,30163.36025,482.82919163099996,0.01600714203,209.64835193099998,0.006950430927,1.616210745
INDONESIA,SUMBAGSEL,2025,Februari,346779.13503172697,46714.629030687,150338.56164547,76813.90068529801,273867.0914,114071.04601077602,61383.442453702,132170.416282425,307624.9047,7178.978801205999,0.02333679325,2934.2641217640003,0.009538447884,1.12326349
